claim_start_date,claim_id,tenure,exposure_id,claim_status,condition_category,claim_paid,total_claim_amount,nb_postcode,nb_suburb,nb_state,median_income,UW_Date,pet_gender,pet_de_sexed,pet_de_sexed_age,pet_is_switcher,nb_policy_first_inception_date,pet_age_months,nb_contribution,nb_excess,nb_address_type_adj,person_dob,nb_contribution_excess,pet_age_years,owner_age_years,nb_number_of_breeds,nb_average_breed_size,nb_breed_type,nb_breed_trait,nb_breed_name_unique,nb_breed_name_unique_concat,is_multi_pet_plan,lead_date_day,quote_date,quote_time_group,exposure_id_1,row_num,earned_units,SA1,SA2,SA3,SA4,mm_category
2024-07-08T00:00:00Z,claim_2cfb1f94-1548-4768-b574-f2c7606839f7,2,exposure_af8277d7-ea37-4fb7-99b1-f71fcd60356e,covered_with_exclusions_paid,Eyes & ears,104.14545454545454,222.90909090909088,4018,Taigum,QLD,52280,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-05-26T17:00:00Z,2,80,0,House,2002-02-09,800,0-6 months,22,1,3,designerbreed,water dog,labradoodle,labradoodle,FALSE,0,2024-05-27T12:45:56Z,Afternoon (12:00 - 17:59),exposure_af8277d7-ea37-4fb7-99b1-f71fcd60356e,1,1,Taigum,Taigum - Fitzgibbon,Sandgate,Brisbane - North,1
2024-07-08T00:00:00Z,claim_3a6ccad1-8d7b-4e41-9152-15afc487c1e5,0,exposure_c4d5e25c-d4f2-45f2-bb0c-86e277d4c152,covered_paid,Injuries,182.6727272727273,319.25454545454545,5048,South Brighton,SA,50972,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-07-03T17:00:00Z,4,80,100,House,1985-03-03,80100,0-6 months,39,1,2,purebred,terrier,irish terrier,irish terrier,FALSE,0,2024-07-01T23:37:17Z,Evening (18:00 - 23:59),exposure_c4d5e25c-d4f2-45f2-bb0c-86e277d4c152,1,1,Dover Gardens,Warradale,Marion,Adelaide - South,1
2024-07-08T00:00:00Z,claim_3b42ec22-f308-4c3b-8bb9-d9e3f4bfb83c,7,exposure_8f990906-a6e3-4727-b634-64968cbe8b9a,covered_paid,Injuries,114.82727272727271,143.5363636363636,2575,Mittagong,NSW,48233,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-12-10T17:00:00Z,4,80,0,House,1964-02-08,800,0-6 months,59,1,2,purebred,sighthound,whippet,whippet,TRUE,0,2023-12-11T12:52:15Z,Afternoon (12:00 - 17:59),exposure_8f990906-a6e3-4727-b634-64968cbe8b9a,1,1,Joadja,Southern Highlands,Southern Highlands,Southern Highlands and Shoalhaven,3
2024-07-08T00:00:00Z,claim_467860ce-1f8c-4621-8c7a-8ddbf910192f,3,exposure_ddad601b-35f1-4d7e-bb43-87b9296df399,covered_with_exclusions_paid,Other,87.63636363636364,123.18181818181816,2011,Elizabeth Bay,NSW,59807,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-04-19T17:00:00Z,5,90,0,Apartment,1979-03-20,900,0-6 months,45,1,3,purebred,water dog,poodlestandard,poodlestandard,FALSE,0,2024-04-20T11:02:15Z,Morning (05:00 - 11:59),exposure_ddad601b-35f1-4d7e-bb43-87b9296df399,1,1,Potts Point,Sydney (North) - Millers Point,Sydney Inner City,Sydney - City and Inner South,1
2024-07-08T00:00:00Z,claim_5a1c4da6-1374-4cae-8f9d-5483f387c774,2,exposure_d4ec162b-dd6e-4def-8718-17ebb30885af,covered,Gastrointestinal Issues,0,118.6818181818182,2477,Alstonvale,NSW,41076,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-05-30T17:00:00Z,1,90,200,House,1970-04-16,90200,0-6 months,54,1,2,purebred,collie related,australian shepherd,australian shepherd,FALSE,0,2024-05-29T20:41:40Z,Evening (18:00 - 23:59),exposure_d4ec162b-dd6e-4def-8718-17ebb30885af,1,1,Pearces Creek,Lismore Surrounds,Richmond Valley - Hinterland,Richmond - Tweed,3
2024-07-08T00:00:00Z,claim_5cea96e2-41ea-4889-ba88-4adfbf0899d8,3,exposure_52196fba-8c45-43e1-b234-6ea4be7b644f,covered_paid,Gastrointestinal Issues,178.8272727272727,223.5363636363636,6164,Treeby,WA,55919,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-04-08T17:00:00Z,3,80,0,House,2003-08-06,800,0-6 months,20,1,3,unnamed cross,unknown,golden retriever cross,golden retriever cross,FALSE,0,2024-04-09T16:41:18Z,Afternoon (12:00 - 17:59),exposure_52196fba-8c45-43e1-b234-6ea4be7b644f,1,1,Leeming,Jandakot,Cockburn,Perth - South West,1
2024-07-08T00:00:00Z,claim_65d9729d-ec65-43a2-8a39-53a1384323c2,3,exposure_5de79380-3969-48d3-8b1b-72db4e591426,covered_paid,Eyes & ears,120.62727272727273,224.94545454545457,6149,Leeming,WA,55919,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-04-27T17:00:00Z,5,90,100,House,1964-10-03,90100,0-6 months,59,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-04-28T08:21:24Z,Morning (05:00 - 11:59),exposure_5de79380-3969-48d3-8b1b-72db4e591426,1,1,Leeming,Leeming,Melville,Perth - South West,1
2024-07-08T00:00:00Z,claim_6cdc2385-eaff-4d87-9721-bbc202fac63f,2,exposure_37d469a0-c0f0-4bf6-8d2d-e76f7bdf3e0e,covered_paid,Other,21.454545454545453,117.72727272727272,4518,Glass House Mountains,QLD,47659,2024-07-01T00:00:00Z,male,TRUE,2+ years,FALSE,2024-04-30T17:00:00Z,41,80,100,House,1979-11-20,80100,3 years,44,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-05-01T09:47:23Z,Morning (05:00 - 11:59),exposure_37d469a0-c0f0-4bf6-8d2d-e76f7bdf3e0e,1,1,Glass House Mountains,Glass House Mountains,Sunshine Coast Hinterland,Sunshine Coast,2
2024-07-08T00:00:00Z,claim_94849c8d-5240-4ddc-b1c8-ac7b70cb064a,5,exposure_906c1289-c5b2-4744-8a50-3dd75bb39f72,covered_paid,Eyes & ears,94.32727272727271,208.81818181818176,3931,Mornington,VIC,50636,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-02-14T17:00:00Z,3,80,100,House,1968-12-31,80100,0-6 months,55,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-02-13T09:16:55Z,Morning (05:00 - 11:59),exposure_906c1289-c5b2-4744-8a50-3dd75bb39f72,1,1,Mornington (Vic.),Mornington - West,Mornington Peninsula,Mornington Peninsula,1
2024-07-08T00:00:00Z,claim_c6417c09-4c68-4ae5-999c-0cfabb5c9463,1,exposure_0f50742c-22e2-4eb5-920f-c6d12fe9ecf7,covered_paid,Eyes & ears,111.96363636363635,215.31818181818176,7016,Risdon Vale,TAS,46565,2024-07-01T00:00:00Z,male,TRUE,1-2 years,TRUE,2024-06-19T17:00:00Z,27,90,100,House,1998-05-07,90100,2 years,26,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-06-10T13:34:25Z,Afternoon (12:00 - 17:59),exposure_0f50742c-22e2-4eb5-920f-c6d12fe9ecf7,1,1,Risdon Vale,Risdon Vale,Hobart - North East,Hobart,2
2024-07-08T00:00:00Z,claim_c8538bc8-22f3-459f-a50e-41df9126e66b,6,exposure_2b0e4e8c-0b23-47bd-a92f-bf435d8721b1,covered_paid,Ingestion,16,110.9090909090909,2090,Cremorne,NSW,79506,2024-07-01T00:00:00Z,male,TRUE,1-2 years,FALSE,2024-01-05T17:00:00Z,18,80,100,House,1995-01-05,80100,1 years,29,1,2,purebred,pinscher,german pinscher,german pinscher,FALSE,0,2023-12-15T09:11:16Z,Morning (05:00 - 11:59),exposure_2b0e4e8c-0b23-47bd-a92f-bf435d8721b1,1,1,Kurraba Point,Neutral Bay - Kirribilli,North Sydney - Mosman,Sydney - North Sydney and Hornsby,1
2024-07-08T00:00:00Z,claim_c8e8e700-a026-4ea1-84b4-d8be22d1aad5,3,exposure_de5248cc-9c17-4d47-bc11-1db339682931,covered,Gastrointestinal Issues,0,118.71818181818182,2256,Koolewong,NSW,51099,2024-07-01T00:00:00Z,female,TRUE,1-2 years,FALSE,2024-04-03T17:00:00Z,76,80,200,House,1981-06-09,80200,6 years,42,1,1,purebred,spitz related,pomeranian,pomeranian,FALSE,0,2024-04-03T10:30:07Z,Morning (05:00 - 11:59),exposure_de5248cc-9c17-4d47-bc11-1db339682931,1,1,Woy Woy,Woy Woy - Blackwall,Gosford,Central Coast,1
2024-07-08T00:00:00Z,claim_d5a5013f-482f-44b6-b683-d07a9691a2d6,8,exposure_2a764288-1e85-4b9b-85ff-f249a3f4685d,covered_paid,Eyes & ears,21.6,117.90909090909088,3030,Werribee,VIC,54507,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-11-04T17:00:00Z,3,80,100,House,1984-02-15,80100,0-6 months,39,1,2,designerbreed,water dog,mini groodle,mini groodle,FALSE,0,2023-11-05T12:21:44Z,Afternoon (12:00 - 17:59),exposure_2a764288-1e85-4b9b-85ff-f249a3f4685d,1,1,Point Cook,Point Cook - North West,Wyndham,Melbourne - West,1
2024-07-08T00:00:00Z,claim_e02fe586-18ed-4d76-a7d7-bd4ff5e6f63c,5,exposure_1488fdcf-ac6f-490b-a20e-3168dc006d74,covered_paid,Allergies & skin,190.54545454545453,238.18181818181816,6107,Cannington,WA,43363,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-31T17:00:00Z,3,80,100,House,1999-10-03,80100,0-6 months,24,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-02-01T23:03:50Z,Evening (18:00 - 23:59),exposure_1488fdcf-ac6f-490b-a20e-3168dc006d74,1,1,Wattle Grove (WA),Forrestfield - Wattle Grove,Kalamunda,Perth - South East,1
2024-07-08T00:00:00Z,claim_f2990ea5-5313-4f94-8683-aef33dd3971a,6,exposure_60623780-8f51-44eb-bbf5-102fe2447fa1,covered_paid,Illness,384.1363636363636,426.81818181818176,3181,Prahran,VIC,69288,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-07T17:00:00Z,3,90,0,House,1990-07-19,900,0-6 months,33,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-01-08T10:23:53Z,Morning (05:00 - 11:59),exposure_60623780-8f51-44eb-bbf5-102fe2447fa1,1,1,Prahran,Prahran - Windsor,Stonnington - West,Melbourne - Inner,1
2024-07-08T00:00:00Z,claim_f34f7ecf-e6eb-40c9-a4e3-eaa5eda93baa,6,exposure_85fb926d-fe93-4097-b798-f5876fc430fb,covered_with_exclusions_paid,Allergies & skin,84.43636363636362,108.0909090909091,4171,Hawthorne,QLD,73871,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-12-31T17:00:00Z,4,80,0,Apartment,2001-01-31,800,0-6 months,22,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2023-12-09T18:49:45Z,Evening (18:00 - 23:59),exposure_85fb926d-fe93-4097-b798-f5876fc430fb,1,1,Morningside,Morningside - Seven Hills,Brisbane Inner - East,Brisbane Inner City,1
2024-07-08T00:00:00Z,claim_f9ede191-4bf8-47a4-83e2-598153eba40e,3,exposure_1269144c-b579-4460-94e9-c1d83054cfa1,covered_paid,Illness,165.16363636363636,206.45454545454544,4563,Tinbeerwah,QLD,39745,2024-07-01T00:00:00Z,female,TRUE,4-6 months,FALSE,2024-04-09T17:00:00Z,92,80,0,House,1965-05-22,800,7 years,58,1,2,unnamed cross,unknown,beagle cross,beagle cross,TRUE,0,2024-04-09T14:27:16Z,Afternoon (12:00 - 17:59),exposure_1269144c-b579-4460-94e9-c1d83054cfa1,1,1,Carters Ridge,Gympie Surrounds,Gympie - Cooloola,Wide Bay,2
2024-07-08T00:00:00Z,claim_fb586d7c-b34f-484a-9eab-b6f87f8057c2,5,exposure_ac597609-d212-4931-a0ca-0c2c93b47c50,covered_paid,Eyes & ears,515.2454545454544,572.5,4178,Wynnum West,QLD,56305,2024-07-01T00:00:00Z,male,TRUE,0-3 months,FALSE,2024-02-02T17:00:00Z,4,90,100,House,1991-02-25,90100,0-6 months,33,2,3,cross,cross,cross,"bull arab cross, american staffordshire terrier",FALSE,0,2024-02-03T14:16:04Z,Afternoon (12:00 - 17:59),exposure_ac597609-d212-4931-a0ca-0c2c93b47c50,1,1,Moreton Island,Moreton Island,Wynnum - Manly,Brisbane - East,1
2024-07-08T00:00:00Z,claim_fdd94455-3688-452b-a00c-e80aaf477602,4,exposure_ff6c9e6e-b6c1-49af-83b3-875df6198a06,covered_paid,Other,101.8181818181818,309.09090909090907,3147,Ashburton,VIC,64056,2024-07-01T00:00:00Z,female,TRUE,1-2 years,FALSE,2024-03-29T17:00:00Z,25,80,200,House,1992-11-04,80200,2 years,31,1,1,purebred,teckel,dachshundminiature long haired,dachshundminiature long haired,FALSE,0,2024-03-29T23:35:00Z,Evening (18:00 - 23:59),exposure_ff6c9e6e-b6c1-49af-83b3-875df6198a06,1,1,Ashwood,Ashwood - Chadstone,Monash,Melbourne - South East,1
2024-07-08T00:00:00Z,claim_fea1ebef-778e-44d2-a389-10411426cb5b,3,exposure_0412b94c-ace4-469c-a102-efefd846651f,covered_paid,Ingestion,634.1818181818181,792.7272727272726,2050,Camperdown,NSW,59807,2024-07-01T00:00:00Z,male,TRUE,4-6 months,FALSE,2024-04-29T17:00:00Z,33,80,200,House,1993-07-28,80200,2 years,30,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-04-30T09:48:00Z,Morning (05:00 - 11:59),exposure_0412b94c-ace4-469c-a102-efefd846651f,1,1,Camperdown (NSW),Camperdown - Darlington,Sydney Inner City,Sydney - City and Inner South,1
2024-07-09T00:00:00Z,claim_01f46821-6a36-4ad5-962c-1306082afda8,8,exposure_41255c31-2bfa-483f-b119-a89e907e3b3e,covered_paid,Eyes & ears,42.32727272727273,143.81818181818178,2099,Dee Why,NSW,59516,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-11-11T17:00:00Z,2,80,100,House,1991-12-12,80100,0-6 months,31,1,1,purebred,spitz related,schnauzerminiature,schnauzerminiature,FALSE,0,2023-11-12T16:28:26Z,Afternoon (12:00 - 17:59),exposure_41255c31-2bfa-483f-b119-a89e907e3b3e,1,1,Oxford Falls,Frenchs Forest - Oxford Falls,Warringah,Sydney - Northern Beaches,1
2024-07-09T00:00:00Z,claim_17106330-ccb3-4780-8f93-1b8afd29bfc3,2,exposure_593031a0-63ce-404e-a8c8-dc1657f9baf0,covered_paid,Ingestion,172.5909090909091,282.68181818181813,2007,Ultimo,NSW,59807,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-05-01T17:00:00Z,50,90,100,House,1989-05-28,90100,4 years,35,1,2,purebred,spitz related,finnish lapphund,finnish lapphund,FALSE,0,2024-04-02T12:25:43Z,Afternoon (12:00 - 17:59),exposure_593031a0-63ce-404e-a8c8-dc1657f9baf0,1,1,Ultimo,Ultimo,Sydney Inner City,Sydney - City and Inner South,1
2024-07-09T00:00:00Z,claim_2294b099-9c8b-4473-ae21-58996e70d78e,5,exposure_207caffb-6edd-4526-a053-c64122e5f914,covered_paid,Injuries,1103.9272727272726,1470.8181818181818,4069,Brookfield,QLD,62971,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-02-22T17:00:00Z,6,80,100,House,1965-01-02,80100,0-6 months,59,1,3,purebred,hound,rhodesian ridgeback,rhodesian ridgeback,FALSE,0,2024-02-23T07:34:52Z,Morning (05:00 - 11:59),exposure_207caffb-6edd-4526-a053-c64122e5f914,1,1,Pullenvale,Pinjarra Hills - Pullenvale,Ipswich Inner,Ipswich,1
2024-07-09T00:00:00Z,claim_245d48b9-d9f4-4b11-b987-517276a2e5ec,3,exposure_1269144c-b579-4460-94e9-c1d83054cfa1,covered_paid,Illness,57.74545454545454,72.18181818181819,4563,Tinbeerwah,QLD,39745,2024-07-01T00:00:00Z,female,TRUE,4-6 months,FALSE,2024-04-09T17:00:00Z,92,80,0,House,1965-05-22,800,7 years,58,1,2,unnamed cross,unknown,beagle cross,beagle cross,TRUE,0,2024-04-09T14:27:16Z,Afternoon (12:00 - 17:59),exposure_1269144c-b579-4460-94e9-c1d83054cfa1,1,1,Carters Ridge,Gympie Surrounds,Gympie - Cooloola,Wide Bay,2
2024-07-09T00:00:00Z,claim_4c0922f1-52e6-4675-96d5-561d1ba0458c,5,exposure_2e87e249-0974-4e94-b3f8-599fce9d2412,covered_paid,Other,143.63636363636363,143.63636363636363,2250,East Gosford,NSW,47184,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-02-08T17:00:00Z,7,90,100,House,2004-03-23,90100,7-12 months,19,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-02-09T15:48:24Z,Afternoon (12:00 - 17:59),exposure_2e87e249-0974-4e94-b3f8-599fce9d2412,1,1,Wrights Creek (NSW),Bilpin - Colo - St Albans,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,1
2024-07-09T00:00:00Z,claim_4d417ef1-557a-468d-ac05-738a10e9b98c,6,exposure_917f0229-8db1-4eb8-be11-a567c2ef385b,covered_with_exclusions_paid,Injuries,51.21818181818182,149.8181818181818,3190,Highett,VIC,63609,2024-07-01T00:00:00Z,female,TRUE,4-6 months,FALSE,2024-01-08T17:00:00Z,24,90,100,House,1977-11-22,90100,2 years,46,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-01-08T18:31:47Z,Evening (18:00 - 23:59),exposure_917f0229-8db1-4eb8-be11-a567c2ef385b,1,1,Highett,Highett (East) - Cheltenham,Kingston,Melbourne - Inner South,1
2024-07-09T00:00:00Z,claim_4edc4678-67f5-476f-bb7e-7b31630b32b7,6,exposure_cf0705c9-78d3-4376-9444-734dc3edd1cb,covered_paid,Other,34.61818181818182,134.18181818181816,3168,Clayton,VIC,42781,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-27T17:00:00Z,2,80,100,House,2004-10-25,80100,0-6 months,19,1,2,purebred,spitz related,shiba inu,shiba inu,FALSE,0,2024-01-28T20:42:55Z,Evening (18:00 - 23:59),exposure_cf0705c9-78d3-4376-9444-734dc3edd1cb,1,1,Clayton,Clayton - Central,Monash,Melbourne - South East,1
2024-07-09T00:00:00Z,claim_667da6a5-aa9f-424c-877c-e999ed7f9d3a,4,exposure_654392d2-6aeb-453b-bce7-c577068be798,covered_paid,Gastrointestinal Issues,158.9181818181818,176.58181818181816,4216,Biggera Waters,QLD,44878,2024-07-01T00:00:00Z,male,TRUE,4-6 months,FALSE,2024-03-10T17:00:00Z,7,90,0,House,1998-05-03,900,7-12 months,25,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-03-11T09:30:28Z,Morning (05:00 - 11:59),exposure_654392d2-6aeb-453b-bce7-c577068be798,1,1,South Stradbroke,Hope Island,Ormeau - Oxenford,Gold Coast,1
2024-07-09T00:00:00Z,claim_8cb2013a-26d1-407c-b7db-c8ca591df3a0,5,exposure_d91c9c7a-7d2e-40bd-8682-aa92c6046d1c,covered_with_exclusions_paid,Illness,125.24545454545456,261.7090909090909,4061,The Gap,QLD,63199,2024-07-01T00:00:00Z,male,TRUE,7-12 months,FALSE,2024-02-07T17:00:00Z,58,90,100,House,1968-07-25,90100,4 years,55,1,3,unnamed cross,unknown,bull arab cross,bull arab cross,FALSE,0,2024-01-25T21:20:04Z,Evening (18:00 - 23:59),exposure_d91c9c7a-7d2e-40bd-8682-aa92c6046d1c,1,1,The Gap (Brisbane - Qld),Ashgrove,Brisbane Inner - West,Brisbane Inner City,1
2024-07-09T00:00:00Z,claim_9f5b4faf-4641-4316-a802-a75023a0e7cd,6,exposure_d0a8182d-cf46-4462-afa8-48f9175a37b7,covered_paid,Other,170.21818181818182,212.77272727272725,4031,Gordon Park,QLD,65155,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-22T17:00:00Z,50,80,100,House,1991-06-27,80100,4 years,32,1,2,purebred,spaniel,english cocker spaniel,english cocker spaniel,FALSE,0,2024-01-01T13:52:01Z,Afternoon (12:00 - 17:59),exposure_d0a8182d-cf46-4462-afa8-48f9175a37b7,1,1,Wooloowin,Wooloowin - Lutwyche,Brisbane Inner - North,Brisbane Inner City,1
2024-07-09T00:00:00Z,claim_aaf7f4db-52c6-4882-89db-59091c5ca7e9,8,exposure_41255c31-2bfa-483f-b119-a89e907e3b3e,covered_paid,Eyes & ears,227.49090909090907,284.3636363636364,2099,Dee Why,NSW,59516,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-11-11T17:00:00Z,2,80,100,House,1991-12-12,80100,0-6 months,31,1,1,purebred,spitz related,schnauzerminiature,schnauzerminiature,FALSE,0,2023-11-12T16:28:26Z,Afternoon (12:00 - 17:59),exposure_41255c31-2bfa-483f-b119-a89e907e3b3e,1,1,Oxford Falls,Frenchs Forest - Oxford Falls,Warringah,Sydney - Northern Beaches,1
2024-07-09T00:00:00Z,claim_badbb997-8030-4ed9-b827-025a57f5d463,6,exposure_d3bf3eb8-9d57-47d4-9929-29551e00b0c3,covered_paid,Allergies & skin,104.09090909090908,194.99999999999997,2785,Blackheath,NSW,42326,2024-07-01T00:00:00Z,female,TRUE,2+ years,FALSE,2024-01-06T17:00:00Z,61,100,100,House,1959-10-03,100100,5 years,64,1,3,purebred,water dog,poodlestandard,poodlestandard,FALSE,0,2024-01-07T19:55:28Z,Evening (18:00 - 23:59),exposure_d3bf3eb8-9d57-47d4-9929-29551e00b0c3,1,1,Blackheath,Blackheath - Megalong Valley,Blue Mountains,Sydney - Outer West and Blue Mountains,3
2024-07-09T00:00:00Z,claim_bcde3b94-bc5b-41ed-98a0-d25ff7605a5f,2,exposure_04383bdc-1d65-41c6-ac32-144b352381b4,covered_paid,Illness,664.3636363636363,921.3636363636364,4170,Morningside,QLD,66344,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-04-30T17:00:00Z,7,80,100,Apartment,1985-07-29,80100,7-12 months,38,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-05-01T14:51:26Z,Afternoon (12:00 - 17:59),exposure_04383bdc-1d65-41c6-ac32-144b352381b4,1,1,Norman Park,Norman Park,Brisbane Inner - East,Brisbane Inner City,1
2024-07-09T00:00:00Z,claim_ce7c128e-4118-4996-8a6a-fab9a53502df,3,exposure_10e2dd56-ce27-44bb-ab4b-5515a09c2a1f,covered_paid,Illness,61.36363636363636,68.18181818181817,2155,Kellyville,NSW,63948,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-04-06T17:00:00Z,3,90,100,Apartment,1979-11-22,90100,0-6 months,44,2,1,cross,cross,cross,"shih tzu cross, maltese cross",FALSE,0,2024-04-05T20:43:02Z,Evening (18:00 - 23:59),exposure_10e2dd56-ce27-44bb-ab4b-5515a09c2a1f,1,1,Rouse Hill,Schofields - East,Blacktown - North,Sydney - Blacktown,1
2024-07-09T00:00:00Z,claim_d4aa0a25-2382-4e2a-b294-00184356e173,1,exposure_b68df108-b61d-477f-be8d-f389d31990b9,covered_with_exclusions_paid,Eyes & ears,97.18181818181816,570.8181818181818,2750,Penrith,NSW,59004,2024-07-01T00:00:00Z,male,FALSE,FALSE,TRUE,2024-06-19T17:00:00Z,5,100,100,House,1993-03-02,100100,0-6 months,31,1,1,purebred,brachycephalic,cavalier king charles spaniel,cavalier king charles spaniel,FALSE,0,2024-05-31T22:53:42Z,Evening (18:00 - 23:59),exposure_b68df108-b61d-477f-be8d-f389d31990b9,1,1,Penrith,Cranebrook - Castlereagh,Penrith,Sydney - Outer West and Blue Mountains,1
2024-07-10T00:00:00Z,claim_09618f94-526f-499b-a45c-ca002546e7fa,7,exposure_6e93ce0b-0226-4554-a603-9d40ad67f892,covered_paid,Ingestion,626.8181818181818,626.8181818181818,5116,Evanston Gardens,SA,51973,2024-07-01T00:00:00Z,female,TRUE,0-3 months,FALSE,2023-12-11T17:00:00Z,10,100,100,House,1996-12-25,100100,7-12 months,27,1,1,purebred,sighthound,italian greyhound,italian greyhound,TRUE,0,2023-12-12T13:47:49Z,Afternoon (12:00 - 17:59),exposure_6e93ce0b-0226-4554-a603-9d40ad67f892,1,1,Evanston Park,One Tree Hill,Playford,Adelaide - North,1
2024-07-10T00:00:00Z,claim_1382577e-9fb1-4490-9dae-8f811684bd86,8,exposure_0eb2336b-24f7-4a0d-ac8e-55d27dfe6a9a,covered_paid,Injuries,130.9090909090909,254.54545454545453,2039,Rozelle,NSW,83265,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-11-19T17:00:00Z,49,80,100,House,1968-03-14,80100,4 years,55,1,1,purebred,spitz related,schnauzerminiature,schnauzerminiature,TRUE,0,2023-11-20T15:27:17Z,Afternoon (12:00 - 17:59),exposure_0eb2336b-24f7-4a0d-ac8e-55d27dfe6a9a,1,1,Rozelle,Lilyfield - Rozelle,Leichhardt,Sydney - Inner West,1
2024-07-10T00:00:00Z,claim_1596fe30-76d8-4fdb-bf98-4f0c45cf1efc,6,exposure_13cfe5ec-0b9e-4ea4-b067-651398e8de22,covered_paid,Ingestion,106.36363636363636,209.0909090909091,2040,Leichhardt,NSW,80563,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-01-07T17:00:00Z,3,90,100,House,1992-05-22,90100,0-6 months,31,1,1,purebred,brachycephalic,chihuahua,chihuahua,FALSE,0,2024-01-08T17:19:28Z,Afternoon (12:00 - 17:59),exposure_13cfe5ec-0b9e-4ea4-b067-651398e8de22,1,1,Lilyfield,Leichhardt,Leichhardt,Sydney - Inner West,1
2024-07-10T00:00:00Z,claim_29041d10-a8f4-4eda-9e67-d4d4bf2e68d2,2,exposure_7ba4b118-b7bd-40ea-8ad4-dde6ea863bc3,covered_paid,Allergies & skin,65.37272727272726,163.54545454545453,2767,Woodcroft,NSW,54832,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-05-06T17:00:00Z,2,90,100,House,1991-12-06,90100,0-6 months,32,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-05-07T10:21:53Z,Morning (05:00 - 11:59),exposure_7ba4b118-b7bd-40ea-8ad4-dde6ea863bc3,1,1,Rooty Hill,Rooty Hill - Minchinbury,Mount Druitt,Sydney - Blacktown,1
2024-07-10T00:00:00Z,claim_32bdeb97-44a4-43be-a177-094f83a62022,4,exposure_0fbed17f-2948-4116-bf85-a469c0d9b7f2,covered_paid,Ortho,106.28181818181817,209,2650,Glenfield Park,NSW,50516,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-03-24T17:00:00Z,4,90,100,House,2001-02-19,90100,0-6 months,23,1,2,purebred,spaniel,english cocker spaniel,english cocker spaniel,FALSE,0,2024-03-25T20:14:42Z,Evening (18:00 - 23:59),exposure_0fbed17f-2948-4116-bf85-a469c0d9b7f2,1,1,Gregadoo,Wagga Wagga Surrounds,Wagga Wagga,Riverina,3
